timestamp,steering,throttle,speech_output
2025-04-08 21:08:21,1.000,0.791,"Right 25.0 degrees, Accelerate 23.7 kilometers per hour"
2025-04-08 21:08:22,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:23,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:24,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:25,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:26,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:26,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:27,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:28,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:29,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:30,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:31,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:32,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:33,1.000,0.924,"Right 25.0 degrees, Accelerate 27.7 kilometers per hour"
2025-04-08 21:08:34,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:35,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:36,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:37,1.000,0.000,"Right 25.0 degrees, Brake 0.0 kilometers per hour"
2025-04-08 21:08:38,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:39,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:40,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:41,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:41,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:42,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:43,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:44,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:45,1.000,0.961,"Right 25.0 degrees, Accelerate 28.8 kilometers per hour"
2025-04-08 21:08:46,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:47,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:48,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:49,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:49,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:50,1.000,0.673,"Right 25.0 degrees, Accelerate 20.2 kilometers per hour"
2025-04-08 21:08:51,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:52,1.000,0.819,"Right 25.0 degrees, Accelerate 24.6 kilometers per hour"
2025-04-08 21:08:53,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:54,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:55,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:56,1.000,0.925,"Right 25.0 degrees, Accelerate 27.8 kilometers per hour"
2025-04-08 21:08:57,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:58,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:59,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:08:59,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:00,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:01,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:02,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:03,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:04,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:05,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:06,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:07,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:08,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
timestamp,steering,throttle,speech_output
2025-04-08 21:09:16,1.000,0.200,"Right 25.0 degrees, Accelerate 6.0 kilometers per hour"
2025-04-08 21:09:17,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:18,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:19,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
timestamp,steering,throttle,speech_output
2025-04-08 21:09:56,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:57,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:09:58,1.000,0.850,"Right 25.0 degrees, Accelerate 25.5 kilometers per hour"
2025-04-08 21:09:59,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:00,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:01,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:01,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:02,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:03,1.000,0.846,"Right 25.0 degrees, Accelerate 25.4 kilometers per hour"
2025-04-08 21:10:05,0.637,1.000,"Right 15.9 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:06,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:07,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:07,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:08,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:09,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:10:10,1.000,0.717,"Right 25.0 degrees, Accelerate 21.5 kilometers per hour"
timestamp,steering,throttle,speech_output
2025-04-08 21:16:25,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:25,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:26,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:27,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:27,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:28,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:29,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:30,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:30,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:31,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:31,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:32,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:33,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:33,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:34,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:34,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:35,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:36,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:36,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:37,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:38,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:38,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:39,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:39,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:40,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:41,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:16:42,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
timestamp,steering,throttle,speech_output
2025-04-08 21:17:55,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:17:56,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
2025-04-08 21:17:57,1.000,1.000,"Right 25.0 degrees, Accelerate 30.0 kilometers per hour"
